eto_ofr_display_id,eto_ofr_mcat_id,fk_glusr_usr_id,eto_ofr_approv_date_orig
148560028875,50179,119697038,29/07/26 06:52
148559948834,65482,54800259,29/07/26 06:52
148560026985,2646,215995476,29/07/26 06:52
148559931834,83929,272448275,29/07/26 06:52
148560032813,40620,30083168,29/07/26 06:52
148560029459,126590,132105461,29/07/26 06:52
148560028785,18453,108073200,29/07/26 06:52
148560024375,178199,193151823,29/07/26 06:52
148560020652,257861,142658988,29/07/26 06:52
148560034734,26145,210154017,29/07/26 06:52
148560023159,55620,153165395,29/07/26 06:52
148560038275,180952,253567781,29/07/26 06:52
148560023085,145580,204051223,29/07/26 06:52
148559734367,133886,272448117,29/07/26 06:52
148559974659,113940,186490940,29/07/26 06:52
148559949846,7535,272448298,29/07/26 06:52
148562432785,122560,138516504,29/07/26 06:52
148559938252,74910,59183493,29/07/26 06:52
148560033613,1617,218065606,29/07/26 06:52
148560024852,444530,104107288,29/07/26 06:52
148560020052,186501,227036991,29/07/26 06:52
148562651446,22397,44175764,29/07/26 06:52
148560029085,64982,272448341,29/07/26 06:52
148560019946,156798,55915113,29/07/26 06:52
148562714185,144711,111946950,29/07/26 06:52
148560000452,30569,149862580,29/07/26 06:52
148560024746,138864,133036143,29/07/26 06:52
