glcat_mcat_id,glcat_mcat_name,glcat_mcat_is_quantity_enabled,glcat_mcat_is_product
65436,Tower Crane,2,P
181634,Oil Free Air Compressor,2,P
182973,Bipolar Cautery,2,P
183001,Water Cooled Reciprocating Chiller,2,P
183063,Designer Wedding Cards,,S
185101,Used Reactors,2,P
187698,Miller MIG Welding Machine,2,P
187706,Commercial Food Counter,2,P
170105,Conflict Management Service,0,S
170148,Corporate Insurance Services,0,S
170258,Engineering Data Conversion,,S
170396,Dome Type Fabrications,,S
171060,TAN Registration Services,0,S
171289,Artificial Flower Decoration,0,S
171315,Balcony Railing Fabrication Service,,S
171712,Employee Relocation Service,,S
171783,Forum Promotion Services,0,S
171809,Group Health Insurance,0,S
171978,Model Driven Development,,S
172626,Security Equipment Services,0,S
172675,Smartphone Application Development,,S
172883,Wind Resource Assessment,0,S
189810,Weaving Machine Repair & Maintenance,,S
190438,Three Phase Separator,2,P
192303,Fabric Embossing Machines,2,P
192867,Blue Star Commercial Refrigerator,2,P
204597,Sony Medical Monitor,2,P
204873,Mahindra Motor Grader,2,P
172912,RCC Gully Grating,0,S
172961,Rock Blasting Service,0,S
173850,Carbon Steel Fabrications,,S
173953,Digital Photogrammetry Services,0,S
174244,Sheet Steel Fabrications,,S
174274,Wheel Loader Rental,,S
174780,Hydraulic Engineering Services,,S
175129,Break Bulk Chartering Services,0,S
175135,Bored Cast-In-Situ Piles Services,0,S
176130,Video SEO Services,0,S
176255,Bartending Services,0,S
176636,Brand Assessment,,S
176785,ROHS Testing,0,S
177109,Mini Oil Mill,2,P
177411,Flexible Screw Conveyor,2,P
177824,Basketball Arcade Game,2,P
177830,MS Water Tank,2,P
178126,Charge Air Cooler,2,P
179574,Electrostatic Separators,2,P
183350,Recoiler Machine,2,P
185440,Paratha Making Machine,2,P
186585,Calibration Test Benches,2,P
346966,Astrology Consultant Service,,S
56232,Shearing Service,,S
68069,Electronic Appliance Repair Service,0,S
78327,Electronic Drum,2,P
367922,Custom Sticker Printing Service,,S
438855,Sunken Area Waterproofing Service,,S
445202,Kitchen Fire Suppression System,2,P
651403,Agricultural Diesel Engine,2,P
655028,Hair Styling Course,,S
656343,Karma Yoga Classes,,S
2331,Forging Services,,S
117778,Brass Plating Services,,S
118799,Wood Polishing,0,S
120995,Multi Head Embroidery Machine,2,P
121264,Workstation Designing,,S
127514,International Journal Publication,0,S
444877,Welcare Treadmill,2,P
650916,IT Service Management Software,,S
651462,Elastic Attaching Machine,2,P
652447,Audi Car Rental,,S
652584,Pinterest Marketing,,S
653894,Home Renovation Loan,,S
187305,Project Transportation Service,0,S
189737,Fujifilm Digital Camera,2,P
190497,Metro Ethernet Services,0,S
378315,Basketball Court Repair Service,,S
10820,Hydraulic Chuck,2,P
417367,Galvanized Roofing Shed Work,,S
37114,Saw Sharpeners,2,P
267221,Ero D3 Chewable Tablet Third Party Manufacturing Service,,S
267269,Sertaconazole Third Party Pharma,,S
267290,Pharma Health Supplement Third Party,,S
269363,Prefabricated Cold Room Service,,S
38122,Stainless Steel Coffee Maker,2,P
38672,Spray Equipment,2,P
39043,Vertical Turning Lathes,2,P
43605,Laser Marking Service,,S
56257,Sewer Jetting Machine,2,P
278453,Mankind Pharma Franchise,,S
349039,Copy Content Writing Service,,S
364232,Metal Water Bottle Printing Service,,S
85623,Slug Press,2,P
87439,Screw Barrel,2,P
106862,Neuropathy Analyser,2,P
186608,Designer Patches,,S
189811,Road Roller Repair & Maintenance,,S
191466,Bed Sheet Printing Service,,S
29197,Garbage Disposal,2,P
29556,Hot Mix Plants,2,P
152616,Bandage Rolling Machine,2,P
154514,Telecom Maintenance Service,0,S
155566,Digital CATV Headend Equipment,2,P
156461,Diamond Necklace Set,2,P
156951,Ink Mixing Machine,2,P
138519,Iron Cutter,2,P
158055,Cylinder Carding Machine,2,P
160194,Horizontal Rotary Extractors,2,P
160344,Graphite Heat Exchanger,2,P
138928,Commercial Wet Grinder,2,P
140193,Concrete Mixture Silo,2,P
142315,Language Editing Services,0,S
145708,Digital Force Gauge,2,P
146567,Granite Surface Plate,2,P
230292,Home 3 Flooring Service,,S
230654,Iso Third Party Audit Service,,S
230873,Residential Bed Bug Control Insecticide,,S
231302,Functional Certificate Service,,S
231504,Pharmacy College Interior Designing,,S
231751,32 Foot Container Transport Service,,S
231776,Copyright Trademark Registration Service,,S
231886,Magento Custom Web Design,,S
231960,Beauty Pageant Digital Solution Service,,S
232184,Electrical Testing Commissioning Certification Service,,S
232347,Environment Consultancy Service New,,S
232391,Long Reach Poclain Excavator Rental Service,,S
233100,Waterproof Modular Kitchen Service,,S
233273,Optical Showroom Interior Designing Service,,S
233311,Gift Packer Mover,,S
233456,Pest Control Gel Treatment Service,,S
233867,Agriculture Project Report,,S
234079,Outside Home Design Service,,S
234439,Shuttering Rental,,S
235031,Nutrition Labelling Service,,S
238887,Factory Teen Shade Fabrication Work,,S
239153,Light Pole Fabrication Work,,S
164675,Marble Saraswati Statue,2,P
166415,Ice Cream Pasteurizer,2,P
167507,MRL Elevator,2,P
167864,Flash Website Development,0,S
167872,E-Commerce Application Development,2,S
168215,Anniversary Party Themes,0,S
168216,Annual Maintenance Contract Services,,S
168252,Capital Budgeting Service,0,S
168659,Projector Installation Services,,S
168849,Distillation Column Fabrication,,S
169138,Automobile Fabrication Services,,S
169246,Construction Security Services,0,S
2914,Surface Preparation Services,,S
6722,Drilling Rigs,2,P
120785,Water Distillation Plant,2,P
120964,Paddy Parboiling Plant,2,P
131740,Tea Blending Machine,2,P
138192,Haldi Drying Machine,2,P
138793,Syringe Making Machine,2,P
139145,Wood Carving Machine,2,P
140802,Sulzer Looms,2,P
141619,Universal Governor Apparatus,2,P
141993,Rotogravure Printing,0,S
261837,Industrial Poultry Shed Fabrication Service,,S
263937,Structural Fabrication Service,,S
263962,Plano Plate Machining Job Work,,S
15606,Hydraulic Elevator,2,P
68330,Residential Construction Service,0,S
182811,Off Grid Solar Power Plant,2,P
183353,Hitachi Refrigerator,2,P
22505,Baling Machines,2,P
22832,Bankruptcy Law Attorneys,0,S
23126,Calendering Machine,2,P
24019,Chemiluminescence Analyzer,2,P
26062,Corn Grinders,2,P
26347,Desktop Publishing,0,S
26696,Dissolved Oxygen Sensor,2,P
30857,Inflatable Slide,2,P
31078,Ion Meters,2,P
31544,Laser Alignment Tools,2,P
33473,Microarray Scanners,2,P
33826,Pallet Stretch Wrapping Machine,2,P
153595,Horizontal Laminar Airflow,2,P
185910,Domestic Sewage Treatment Plant,2,P
159259,Pneumatic Guniting Machine,2,P
159335,Tungsten Carbide Coating Service,,S
188791,Solar Bike,2,P
189076,Brother Typewriter,2,P
190373,Non Woven Bag Printing Service,0,S
190833,Water Leak Testing Machine,2,P
191024,Part Manufacturing Services,,S
194831,Used Diesel Air Compressor,2,P
204025,NGX Billing Machines,2,P
204920,Birthday Photography,,S
265009,Fabrication Job Work Service,,S
265014,Project Fabrication,,S
265077,4 Axis Milling Machine Job Work,,S
265751,Two Layer Pcb Design Service,,S
267060,Pcb Design Correction Service,,S
267088,Iron Peb Structural Fabrication Service,,S
267222,Ayurvedic Pharmaceutical Third Party Manufacturing Service,,S
267239,Customized Medicine Third Party Manufacturing Service,,S
267285,Lycopene Capsule Pharmaceutical Third Party Manufacturing,,S
267311,Third Party Manufacturing Nasal Spray,,S
267650,Png Pipeline Service,,S
443554,Livguard Inverter,2,P
443697,Dell Laptop Body,2,P
100092,Wooden Bedroom Set,2,P
105952,Hospitals,0,S
106948,Jar Washing Machine,2,P
107904,Jack Up Rig,2,P
276844,Steel Window Grill Fabrication Work,,S
242402,Security Guard Development Service,,S
392338,Landscaping Architectural Service,,S
145327,Medical Air Dryer,2,P
146737,Psychological Consultants,0,S
147025,Gold Casting Machine,2,P
148495,Coding Conveyor,2,P
230311,3D Epoxy Flooring Work,,S
230718,Pharma Franchise Ayurvedic Classical Medicine Classic,,S
230880,Kid Bedroom Designing Service,,S
231406,Import Custom Clearance Hazira Port,,S
231441,Cnc Machine Controller Repair,,S
231602,Section 8 Ngo Registration Service,,S
232245,Digital Dbc Repairing Service,,S
232865,Hospital Bed Repairing Service,0,S
233244,Office Building Interior Design Service,,S
233754,Positive Identification Service,,S
233801,Wood Plastic Project Consultancy,,S
234041,Mayuri Paradise Construction Service,,S
234088,Bamboo Resort Interior Designing Service,,S
234096,Jungle Theme Restaurant Interior,,S
234444,Kid School Outdoor Designing Service,,S
234793,Pole Solar Panel Cleaning System,,S
235002,Plant Tissue Culture Lab,,S
235092,Interior Texture Painting Service,,S
238613,Self Leveling Epoxy Floor Coating Service,,S
238686,Wedding Organizer Service,,S
239081,Door Frame Fabricator,,S
239172,Sheet Aluminium Fabrication Work,,S
242404,Node J App Development Service,,S
242484,Software Developer Engineer Service,,S
169514,Paper Designing Services,,S
169799,Yoga Teacher Training Services,0,S
170040,Christmas Party Service,0,S
170375,Digital Image Editing Services,0,S
170409,E-Learning Consulting Services,0,S
170803,Security Intelligence Service,0,S
171159,Urgent Mail Services,,S
171285,Appraisal Consultancy Services,0,S
171464,Data Card Recharge Service,0,S
171774,Fitness Club Service,,S
172643,Service Tax Audit,0,S
172666,Site Acquisition Service,0,S
172772,Technological Investment Services,,S
270839,Iso Double Tank Fabrication Service,,S
206547,Onkyo Home Theatre,2,P
165434,Tractor Operated Chaff Cutter,2,P
165614,CIP System,2,P
167953,Fixed Deposit,0,S
168228,Auctioneers Website Design,,S
168613,Computer Hardware Course,0,S
208224,Kirloskar Power Transformers,2,P
210130,EGATE Projector,2,P
273524,Steel Prefabricated House Fabrication Service,,S
274476,Ayurvedic Cream Third Party,,S
274505,Baby Lotion Third Party,,S
168641,Lead Generation Service,0,S
169107,Agile Software Development Services,,S
169405,Insurance Assistance Service,,S
169848,Account Consultancy Services,,S
169859,Acute Toxicity Studies,0,S
169897,Annual Electrical Maintenance,,S
169932,Automation Training Services,0,S
169990,Bungalow Interior,0,S
170547,Glass Repair Service,0,S
170752,RF Design Service,0,S
170877,Stainless Steel Metallizing Service,,S
171301,Automatic Optical Inspection Service,,S
171538,OpenCart Development,0,S
172190,IT Operational Services,,S
172362,Online Vastu Service,0,S
172551,Financial Management Consultancy,0,S
172572,Career Development Services,0,S
172647,Servo Motor Service,,S
172933,Residential Layout Service,0,S
173179,Purchase Order Monitoring,,S
173237,Unit Testing Service,0,S
173681,Mechanical Equipments Fabrication,,S
173889,Crockery Packing Service,,S
174056,Brand Identity Development Services,0,S
174323,Vertical Garden Landscaping Services,0,S
174590,2D To 3D Conversion,0,S
174615,CNC Sheet Metal Bending,,S
175041,Shipment Tracking Service,,S
175064,3D Model Steel Detailing,,S
175635,Computer Science Diploma,0,S
176025,Digital Temperature Controller Calibration Services,0,S
176104,Press Brake Machine Job Work,,S
176601,Aerobic Dance,,S
242466,Window Wonderware Inbatch Software,,S
255797,U Data Entry Project,,S
259489,Main Gate Aluminium Fabrication Service,,S
260401,Automotive White Water Tank Heat Reflective Paint Service,,S
261166,Pvc Id Card Printing Service,,S
356115,Signage Hording Banner Printing Service,,S
127299,Semi Hermetic Chillers,2,P
127588,Web 2.0 Development,,S
214732,RO Water Testing,0,S
215471,Escorts Wheel Loaders Rental,,S
230741,Concrete Flooring Badminton Court,,S
231056,Carpet Fitting Service,,S
231259,Drinking Water Plant Isi License Certification Service,,S
231345,Chartered Engineer Certification,,S
231497,Fresh Potato Cold Storage Rental Service 100 P,,S
232466,Wall Cladding Waterproofing Service,,S
233314,Packing Dispatch Service,,S
233783,Bsc Computer Science Project Consultant,,S
233860,Detailed Project Report Water Treatment Plant,,S
233876,Project Report Service Consultancy,,S
234390,Scaffolding Pipe Clamp Rental,,S
234964,Fda Consultant Service,,S
360527,Wooden Menu Card Printing Service,,S
364195,Souvenir Book Printing Service,,S
438866,Washroom Water Leakage Solution Service,,S
650174,ISO 3834-2 2005 Certification,,S
9543,Slit Lamp,2,P
12701,Cylinder Honing Machine,2,P
14325,Axial Piston Motor,2,P
16263,High Temperature Boiler,2,P
21065,Phone Detector,2,P
22187,Automatic Film Processor,2,P
23634,Buffing Machine,2,P
23643,Building Demolition,0,S
29284,Gas Pipeline Construction,0,S
31032,Intermodal Containers,2,P
31742,Legal Malpractice Insurance,,S
156016,Bangle Expanding Machine,2,P
156946,Wood Heat Treatment Plant,2,P
396438,Mason Contractor,,S
438811,Residential Waterproofing Service,,S
445051,ATS Elgi Car Washer,2,P
653565,Chevrolet Tavera Car Rental,,S
657095,Exhaust Fan Repair And Services,2,S
262738,Job Working Rexine,,S
2343,Refractory Services,,S
416993,Wmm Road Paver Service,,S
234974,Temple Model Work Service,,S
234979,13 Seater Tempo Traveller Rent,,S
235182,Hajj Umrah Package,,S
383510,Civil Labour Work Service,,S
1156,Electromedical Equipment,2,P
111197,Furnace Control Panel,2,P
111298,Industrial Recoiler,2,P
117908,Processor Board Repair,,S
118215,Material Feeding Trolley,2,P
135966,Eco Portable Cabins,2,P
136536,Farmhouse Interior Designers,0,S
136864,NABL Accreditation,0,S
137614,Geared Drilling Machine,2,P
137838,Soya Lecithin Plant,2,P
138007,Laser Doppler Vibrometer,2,P
138229,Pyrolysis Machine,2,P
139208,Airless Painting Machine,2,P
139790,Kiln Tyre,2,P
141992,Roto Mould Die,2,P
142304,VOC Meter,2,P
145008,Fractional Distillation Unit,2,P
146145,Aggregate Testing Services,0,S
157158,3D Washer Dryer,2,P
160510,Security Services Recruitment,0,S
161605,Duck Farming,,S
164228,Secondary Current Injection Test Set,2,P
166982,Centrifugal Pump Test Rigs,2,P
167273,Water Cooled Blowers,2,P
168317,Domestic Road Transport,,S
168518,Simple Patch Work,,S
168830,Custom Advisory Service,0,S
168833,Dance Party Organizers,0,S
168977,Oil Exploration Services,0,S
169727,Tower Construction Services,,S
169926,Auto Level Survey,0,S
170858,Software Testing Training Service,0,S
170926,Substation Construction Services,0,S
171046,Knitted Fabric Dyeing Services,,S
171052,Mobile SEO Service,0,S
171300,Automated Testing Service,,S
171643,Movie Promotion Services,0,S
171662,Online Business Development,0,S
171699,Electrical Engineering Consulting,0,S
171848,Infrastructure Leasing Services,0,S
172009,Retail Training Services,0,S
172115,International Transaction Services,0,S
172156,Internet Banking Solutions,0,S
172284,MEP Drafting Services,0,S
172325,Muffle Furnace Calibration,,S
172465,Quality Management Training,0,S
173367,Thematic Link Building,,S
173529,Enterprise Data Management,0,S
173721,Container Die,2,P
174149,Remote IT Support Services,,S
174783,Online Network Marketing,0,S
174803,International Travel Agents,0,S
175421,Salt Spray Testing Services,,S
255818,Record Digitization Service,,S
28446,Fitness Club,0,S
32432,Magnetic Pulleys,2,P
35421,Portable Steam Bath,2,P
35987,Reverberatory Furnaces,2,P
36141,Reaming Machine,2,P
38012,Ship Management,,S
133912,Rubber Injection Moulding Machine,2,P
137316,Fabric Raising,,S
138382,Open Pan Evaporimeter,2,P
41744,Liasoning Services,0,S
43664,Motor Boats,2,P
44011,TIG Welding Services,0,S
139062,Lead Electroplating,,S
139873,Butter Cheese & Paneer Making Equipment,2,P
142199,SME Consultant,0,S
142603,Offset Color Printing Machine,2,P
143398,Massey Cultivator,2,P
143547,Thermal Boiler,2,P
144465,Horizontal Cartoner,2,P
144675,Bolt Galvanizing Service,,S
145296,Electrical Consultancy Services,0,S
146528,Multigrade Filter,2,P
150771,Veterinary Dental Equipment,2,P
152062,Automatic Cage Welding Machine,2,P
152553,Dewaxing Autoclave,2,P
154961,Stereo Receiver,2,P
230590,Sahara Elevator Annual Maintenance Contract Service,,S
230606,Public Address System Annual Maintenance Contract,,S
230736,E-Commerce Logistics B2C Service,,S
230792,Ip Badminton Court Flooring,,S
230869,Bed Bug Control Service,,S
230937,Bi Certification Respirator Device,,S
231298,Multi Level Certification Service,,S
231924,Diesel Generator Set Rental Service,,S
232175,Double Planetary Mixer Repairing Service,,S
232519,Gold Leaf False Ceiling Service,,S
232838,Ab Plastic Granule Testing Service,,S
233718,Delta Plc Programming,,S
233996,Welding Radiography Testing Service,,S
234852,Table Tennis Sport Flooring Service,,S
235180,Kashmir Tour Package Service,,S
236784,Clay Tandoor Repairing Service,,S
30672,Industrial Air Cleaner,2,P
30737,Industrial Waste Incinerators,2,P
30909,Industrial Construction Service,0,S
30919,Industrial Equipment Repair,,S
33517,Microhardness Tester,2,P
34758,PCI Video Card,2,P
35976,Residential Flats,,S
37848,Silent Diesel Generator,2,P
40487,Ultrasonic Surgical Aspirator,2,P
40674,Vault Doors,2,P
42262,Metal Gazebos,2,P
42770,Centrifugal Oil Cleaner,2,P
43104,Plant Pest Control,0,S
43407,Wildlife Tours,0,S
44012,Stud Welding Services,,S
44296,CD Duplication Services,0,S
659172,India To USA Shipping Service,,S
2078,Slitting Machines,2,P
2269,Engraving Machines,2,P
2688,Vacuum Tray Dryer,2,P
15757,Inversion Table,2,P
224427,Allied Medical Anaesthesia Machine,2,P
260389,Hdpe Pipe Service,,S
262518,Stainless Steel Kitchen Trolley Fabrication Service,,S
263935,616 Metal Work,,S
265168,Model Fashion Shoot,,S
265750,Electronic Multi Layer Pcb Design Service,,S
227211,Container Truck Transport Service,,S
228487,Peb Structure Fabrication Service,,S
230298,Indoor Customized 3D Flooring Service,,S
230375,Accounting Auditing Service,,S
230403,Bam Admission Counseling Service,,S
230452,Central Air Conditioner Service,,S
230457,Window Air Conditioner Repairing Service,,S
230658,Hse Auditing Service,,S
231423,Bridge Cmm Inspection Service,,S
231696,Ajax Fiori Concrete Mixer Machine Rental Service,,S
231784,Corporate Legal Advisor Service,,S
233117,Modular Kitchen Shutter Service,,S
233369,Electronic Pcb Repair Service,,S
233611,Third Party Service Capsule,,S
233763,Pre-Risk Inspection Insurance Service,,S
233880,Catheter Manufacturing Project Report,,S
238547,Engineering Key Joint Model,,S
239070,Modular Steel Almirah Fabrication Service,,S
239107,Steel Pipe Fabrication Work Service,,S
342789,Veterinary Franchisee Service,,S
174880,Coffee Vending Machine Servicing,,S
238900,Stainless Steel Railing Fabrication Work,,S
246717,Dental Vacuum Forming Machine,2,P
250676,Electrical Autocad Drafting Service,,S
250722,Deed Drafting Service,,S
250726,2D Part Drawing Development Service,,S
332461,Terrace Garden Landscape Service,,S
175226,Corporate Debt Restructuring Service,0,S
175440,Study Visa Consultancy Services,0,S
175502,Second Hand Cars Dealer,,S
175753,Panel Board Electric Wiring,,S
176083,LT Transmission Lines Installation,,S
176416,ITIL Training,0,S
176563,Online Greeting,,S
176642,Bunker Survey,0,S
181175,Guided Wave Radar,2,P
191363,Lamination Printing Service,0,S
192151,Shopify Development,,S
193678,Bus Customisation Services,,S
20616,Environmental Engineering Consultants,0,S
21948,Ammonia Analyzers,2,P
23835,Bridge Loan,0,S
25492,Cotton Gins,2,P
53037,DJ Headphone,2,P
150958,Heavy Duty CNC Lathe Machine,2,P
153141,Chimney Fabrication Services,,S
154126,Pallet Rack Installation Services,,S
155287,Book Formatting Services,0,S
69726,Fluid Bed Coater,2,P
171838,In-House Custom Clearance,,S
171927,Infrastructure Planning Services,0,S
172049,Video Submission Service,,S
172053,Washroom Cleaning Services,0,S
172501,LED Light Installation,,S
172735,Structural Roofing Work,0,S
172755,Switchyard Maintenance,0,S
173096,Apostille Consultant Services,,S
173209,Tissue Culture Services,,S
173606,Consumer Durable Loan,0,S
173925,Detailed Engineering Survey,,S
174226,Renewable Energy Management,,S
174520,Flash Applications Service,,S
174662,Half Container Load Services,,S
175095,Credit Card Reconciliation Service,0,S
175151,Sanitary Leakages Repair Service,0,S
175488,Hardware Networking Diploma,0,S
175801,Pump House Construction Services,0,S
175829,Pre Shipment Consultancy Service,,S
175973,Online Train Reservation Services,0,S
176076,Orthopaedic Implants Laser Marking,,S
176486,Staircase Fabrications,,S
176748,Micro Tunnelling,0,S
179642,Candle Making Classes,0,S
180133,Industrial Skids,2,P
184052,Bronze Idol,2,P
185534,ISO 27000 Certification Service,0,S
345704,Wall Wrap Printing Advertising Service,,S
261798,Exhibition Industrial Model,,S
263952,Roller Ice Cream Machine Design,,S
21051,Kiosk Systems,2,P
21910,Beauty Schools,0,S
416984,Bitumen Road Construction Service,,S
32511,Manure Spreaders,2,P
33194,Mold Temperature Controller,2,P
33704,Musical Concerts,0,S
33958,Peristaltic Pumps,2,P
36889,Rotary Hearth Furnaces,2,P
41951,Oscillating Saw System,2,P
42829,Single Die Extruder,2,P
42835,International Tour Packages,,S
43686,Precious Metal Refiners,,S
43949,Isolation Panel,2,P
44076,Wide Format Digital Printing,0,S
44933,Advertising Market Research,0,S
50141,Air Rifle,2,P
264711,Pvc Sheet Laser Cutting Service,,S
265078,Milling Precision Job Work,,S
267059,Pcb Design Training Course,,S
26983,Ductility Tests,0,S
27041,Drill Press,2,P
27922,Environmental Law Attorneys,0,S
28408,Food Festivals,0,S
29000,Forming Presses,2,P
31422,Laboratory Refrigerators,2,P
38907,Structural Consultants,0,S
41549,Yarn Tension Meter,2,P
159623,Tubular Compactor Machine,2,P
161818,Motorised Tilt Table,2,P
270130,Steel Rack Fabrication Service,,S
270576,Terrace Residential Fibre Shed Fabrication Service,,S
274518,Green Coffee Third Party Manufacturing Service,,S
275531,Customized Digital Shirt Printing Service,,S
277281,Multimedia 2D Animation,,S
353453,Foam Board Printing Service,,S
364210,Curtain Printing Service,,S
162248,Coal Mine Pump,2,P
162626,Edge Cutting Machine,2,P
165965,Logistics Management Service,0,S
166406,Multi Spindle Drilling Machine,2,P
167509,Jacquard Rapier Loom,2,P
167846,Quality Analysis Services,0,S
167950,Site Survey Services,,S
168605,Business Automation Solutions,,S
168847,Dining Room Designers,,S
169118,Aluminum Doors Fabrication,,S
169199,Cartons Design Services,,S
169320,Embedded Hardware Design,,S
238534,Agricultural Model,,S
238895,Car Parking Tensile Structure Fabrication Service,,S
239067,Terrace Shed Fabricator,,S
242414,Custom Software Development Service,,S
242520,Customize Transport Software Development,,S
244642,Computer System Integrator Service,,S
245375,Esab S400 Welding Machine Repairing Service,,S
189768,Industrial Cooling Equipment Maintenance,,S
190151,Steering Gear Assembly,2,P
261171,Card Printing Facility,,S
265191,Modular Exhibition Octonorm Stall,,S
267370,Homoeopathic Pharmaceutical Third Party Manufacturing,,S
269770,Ptfe Teflon Coating Service,,S
270920,Scale Model Tractor,,S
274507,Haematinic Syrup Tablet Third Party,,S
342769,Pharma Veterinary Monopoly Right Tamil Nadu,,S
342775,Veterinary Franchise India,,S
345707,Car Advertising Service,,S
348066,Customized Canvas Printing Service,,S
424267,Indoor Cricket Stadium Service,,S
32672,Newspaper Publishing,0,S
33489,Metal Fabricators,,S
38456,Telephone Booths,2,P
42017,Mutual Fund Consultants,0,S
166057,Pea Podder,2,P
166197,Wiped Film Evaporator,2,P
167116,Instrument Breakdown Maintenance Services,,S
168085,Quality Assurance Service,0,S
168546,Technical Training Services,0,S
168631,Industrial Robotic Automations,0,S
168774,Book Covers Designing,0,S
169424,Label Design Service,,S
169491,Offshore Structural Designing Service,0,S
169791,Wood Testing Services,0,S
169948,Barrel Repair Service,,S
170044,Claims Processing Solutions,,S
170205,Data Governance Services,0,S
170286,Heavy Industrial Structure,,S
170312,Rotopactor,2,P
170406,Due Diligence Investigation,,S
170415,Education Planning Service,0,S
170716,Railway Engineering Survey,,S
171044,Fitness Consultancy Service,,S
171120,Transition Management Services,0,S
171126,Traveling Arrangement Services,0,S
171459,Crystal Healing Service,0,S
171739,Exchange Hosted Services,,S
171821,Height Gauge Calibration Services,0,S
171964,Metadata Management Services,0,S
172003,Residential Complex Services,0,S
172034,Surface Polishing Services,,S
172100,Interactive Content Creation,0,S
172423,Portable Water Analysis,0,S
172997,Advertising Programs Service,,S
173302,Thermal Energy Service,0,S
173303,Thermocouple Manufacturing Services,,S
173460,Hot Stone Massage,0,S
173496,Business Reputation Management,,S
173688,Metal Recycling Service,,S
173842,Burner Installation Services,,S
173965,Dish End Fabrication,,S
174314,Retail Interior Designing Services,,S
174406,Quality Implementation Service,,S
174446,Taxi Services,,S
174570,Mill Fabrication Works,,S
174610,CD Cover Designing Service,0,S
174794,Integrated Engineering Service,0,S
174889,Cross Platform Mobile Development,,S
174949,Prior Art Searching Services,0,S
175128,Break Bulk Handling Services,,S
175132,Flag State Inspections Service,,S
180597,Hammer Mill Pulverizer,2,P
182382,Magicard ID Card Printer,2,P
184618,Variac Type Servo Stabilizer,2,P
187567,Glass Water Fountain,2,P
187741,GP Shipping Container,2,P
188258,Panasonic Projector,2,P
188704,Mild Steel Elevator Door,2,P
190169,Sand Carbon Filter,2,P
190536,Environmental Signage,,S
191497,Fabrication Services,0,S
41626,Meditation Center,0,S
43009,CAD CAM Services,0,S
43537,PDF Management Services,,S
44229,Online Gift Solution,,S
44802,Nickel Chrome Plating,,S
200118,Kids Playground Flooring,,S
169282,Day Care Services,0,S
169372,Generator AMC,,S
169590,Relationship Marketing Service,0,S
169596,Research Report Printing Service,0,S
169677,Stress Test Service,0,S
169688,Survey Mapping Service,,S
170346,Debit Card Services,0,S
170389,Dissertation Writing Service,0,S
170489,Firmware Development Service,0,S
171561,Network Monitoring Services,0,S
172046,Trimix Flooring Services,0,S
172342,Neuro Surgery Service,0,S
172503,Legacy Application Re-Engineering Services,,S
172710,SS Cutting Services,,S
172785,Template Conversion Service,0,S
173131,Animation Short Films,0,S
173249,Telephone Repair Service,,S
173299,Refractory Application Services,0,S
174161,CRM Application Development Service,0,S
174683,Online Form Filling Services,0,S
175101,Competitive Intelligence Investigations Services,,S
175377,Aluminum Composite Panel Printing,0,S
175544,Laptop Screen Repairing Services,0,S
175602,Commodities Portfolio Management Services,0,S
175626,Desktop Virtualization Services,0,S
176053,Genetically Modified Organisms Testing,0,S
176708,Driver Training,,S
176910,Substation Automation,0,S
179207,Marble Sai Baba Statue,2,P
181416,Laboratory Hot Air Oven,2,P
181720,Glass Top Chest Freezer,2,P
182555,Godrej Washing Machine,2,P
184316,Mahindra Trucks,2,P
250703,Mastercam Training Service,,S
438872,Wall Flashing Service,,S
443686,Universal Automatic Compactor,2,P
101912,Hardwood Flooring Services,,S
102054,Embossing Service,0,S
107241,Denim Processing Services,,S
107920,Gigabit Ethernet Tester,2,P
110336,Label Presses,2,P
111120,Portable IPL Laser Machine,2,P
114027,Used Oil Recycling Plant,2,P
315555,Prefabricated Hut Hall Construction Service,,S
326543,Oil Gas Infrastructure Autocad Design Engineer,,S
438809,Waterproofing Contractor Service,,S
106774,Gardening Service,0,S
107041,Public Interest Service,0,S
176238,Angiography Services,0,S
176403,In-Situ Repairing,,S
176591,3D Simulation,0,S
177542,Modified Jeeps,2,P
177643,Petrol Powered Pocket Bike,2,P
180320,Javascript Training,,S
181241,DeVilbiss Oxygen Concentrator,2,P
181498,Kyocera Multifunction Printer,2,P
182487,Apple MacBook Air,2,P
183754,Transport Packaging Services,,S
259745,Stained Glass Dome Fabrication Service,,S
262736,Laser Cutting Design,,S
267271,Rosehip Tablet Third Party,,S
268753,Mdf Board Powder Coating Service,,S
270964,Acrylic Screen Printing,,S
274486,Allopathic Third Party,,S
274915,Tin Sheet Printing Service,,S
276396,Biodegradable Wet Waste Management Service,,S
276688,Hindu Marriage Decoration,,S
346965,Male Astrology Service,,S
262234,Jig Fixture Design,,S
363995,Film Poster Printing Service,,S
263841,Lpg Gas Pipe Line Service,,S
267041,Pcb Designing Fabricating,,S
267266,Pharmaceutical Veterinary Medicine Third Party Manufacturing,,S
268244,Steel Plate Bending Service,,S
270833,Designer Glass Railing Service,,S
270891,Mild Steel Sand Blasting Nozzle Service,,S
274552,Fruit Juice Third Party,,S
276702,Welcome Girl Wedding Event,,S
277333,Catalogue Designing Service,,S
346967,Astrological Problem Service,,S
348436,Designing Printing Certificate Service,,S
353465,Pharma Folder Printing Service,,S
122683,Schiffli Embroidery Machine,2,P
132102,Rotary Vacuum Filter,2,P
